Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,1. Category
"Seputeh, Kuala Lumpur","7,480,000",7,6,2,Bungalow (Corner),8812,Fully Furnished,High
"Taman Tun Dr Ismail, Kuala Lumpur","1,088,000",5,5,4,Semi-detached House (Corner),4004,Unfurnished,Low
"Damansara, Kuala Lumpur","1,088,000",5,5,4,Semi-detached House (Corner),4004,Unfurnished,Low
"Desa ParkCity, Kuala Lumpur","1,088,000",5,5,4,Semi-detached House (Corner),4004,Unfurnished,Low
"Kepong, Kuala Lumpur","1,088,000",5,5,4,Semi-detached House (Corner),4004,Unfurnished,Low
"Damansara Heights, Kuala Lumpur","4,350,000",5,6,2,Semi-detached House (Corner),3600,Partly Furnished,High
"Setapak, Kuala Lumpur","3,000,000",7,7,2,Bungalow (Corner),5000,Partly Furnished,Mid
"Sri Hartamas, Kuala Lumpur","10,000,000",7,9,2,Bungalow,8611,Partly Furnished,High
"Sri Hartamas, Kuala Lumpur","9,000,000",7,7,6,Bungalow (Corner),16436,Fully Furnished,High
"Taman Tun Dr Ismail, Kuala Lumpur","4,580,000",7,5,5,Bungalow (Intermediate),6000,Partly Furnished,High
"Jalan Ipoh, Kuala Lumpur","2,780,000",7,7,2,Semi-detached House,3534,Fully Furnished,Mid
"Bangsar, Kuala Lumpur","3,380,000",5,5,2,3.5-sty Terrace/Link House (Intermediate),2000,Partly Furnished,Mid
"Cheras, Kuala Lumpur","625,000",4,3,2,2-sty Terrace/Link House (Intermediate),1200,Partly Furnished,Low
"Bangsar, Kuala Lumpur","2,990,000",5,3,3,2-sty Terrace/Link House (EndLot),3315,Partly Furnished,Mid
"Taman Tun Dr Ismail, Kuala Lumpur","2,480,000",6,3,3,Semi-detached House (Intermediate),3705,Partly Furnished,Mid
"Taman Tun Dr Ismail, Kuala Lumpur","8,800,000",7,9,2,Bungalow (Corner),16001,Partly Furnished,High
"Damansara Heights, Kuala Lumpur","3,700,000",5,4,4,Semi-detached House (Corner),5354,Partly Furnished,Mid
"Damansara Heights, Kuala Lumpur","2,990,000",5,4,4,Semi-detached House (Intermediate),3550,Partly Furnished,Mid
"Damansara Heights, Kuala Lumpur","2,990,000",5,4,3,Semi-detached House (Intermediate),3550,Partly Furnished,Mid
"Bukit Jalil, Kuala Lumpur","1,480,000",5,5,2,3-sty Terrace/Link House (Intermediate),1584,Unfurnished,Mid
"Taman Tun Dr Ismail, Kuala Lumpur","8,880,000",7,9,2,Bungalow (Corner),16001,Partly Furnished,High
"Kepong, Kuala Lumpur","838,000",4,3,2,2-sty Terrace/Link House (Intermediate),1700,Partly Furnished,Low
"Setapak, Kuala Lumpur","1,800,000",7,6,8,2.5-sty Terrace/Link House (Intermediate),3844,Partly Furnished,Mid
"Mont Kiara, Kuala Lumpur","3,000,000",6,5,2,Semi-detached House (Corner),4000,Partly Furnished,Mid
"Kepong, Kuala Lumpur","1,100,000",5,5,4,Semi-detached House,4000,Unfurnished,Low
"Sri Hartamas, Kuala Lumpur","3,600,000",4,4,2,3.5-sty Terrace/Link House,2000,Partly Furnished,Mid
"Cheras, Kuala Lumpur","360,000",3,2,1,Condominium (Corner),962,Unfurnished,Low
"Alam Damai, Kuala Lumpur","880,000",4,4,2,2-sty Terrace/Link House (Intermediate),1650,Partly Furnished,Low
"Sri Hartamas, Kuala Lumpur","3,200,000",4,2,2,3-sty Terrace/Link House,1507,Partly Furnished,Mid
"Sri Petaling, Kuala Lumpur","2,500,000",6,6,2,Semi-detached House (Intermediate),4800,Partly Furnished,Mid
"Sri Petaling, Kuala Lumpur","3,400,000",7,7,2,Semi-detached House,4800,Fully Furnished,Mid
"Kepong, Kuala Lumpur","999,999",4,3,4,2-sty Terrace/Link House (Corner),2400,Partly Furnished,Low
"OUG, Kuala Lumpur","1,600,000",5,5,3,Semi-detached House (Intermediate),2800,Partly Furnished,Mid
"Batu Caves, Kuala Lumpur","588,000",2,2,1,Serviced Residence (Intermediate),904,Unfurnished,Low
"Batu Caves, Kuala Lumpur","738,000",3,2,2,Serviced Residence (Intermediate),1109,Partly Furnished,Low
"Desa ParkCity, Kuala Lumpur","3,300,000",5,5,4,Bungalow (Intermediate),3200,Partly Furnished,Mid
"Desa ParkCity, Kuala Lumpur","4,100,000",5,5,4,Bungalow (Intermediate),3200,Partly Furnished,High
"Kepong, Kuala Lumpur","530,000",3,2,1,Condominium (Corner),1030,Unfurnished,Low
"Desa ParkCity, Kuala Lumpur","3,890,000",8,6,4,Semi-detached House (EndLot),3200,Partly Furnished,High
"Desa ParkCity, Kuala Lumpur","3,450,000",7,6,2,Semi-detached House (Intermediate),3200,Partly Furnished,Mid
"Bangsar, Kuala Lumpur","7,500,000",8,7,6,Bungalow,8000,Partly Furnished,High
"Bangsar, Kuala Lumpur","5,000,000",8,6,5,Bungalow,5270,Partly Furnished,High
"Bukit Jalil, Kuala Lumpur","4,300,000",8,8,2,Bungalow,5700,Fully Furnished,High
"Cheras, Kuala Lumpur","1,780,000",6,6,4,Semi-detached House (Corner),3200,Unfurnished,Mid
"Desa ParkCity, Kuala Lumpur","3,380,000",5,5,2,Bungalow (Corner),3200,Partly Furnished,Mid
"Bukit Tunku (Kenny Hills), Kuala Lumpur","14,800,000",8,9,6,Bungalow (Corner),12000,Partly Furnished,High
"Desa ParkCity, Kuala Lumpur","3,890,000",6,6,4,Semi-detached House (Corner),3200,Fully Furnished,High
"Bukit Tunku (Kenny Hills), Kuala Lumpur","14,800,000",8,8,6,Bungalow (Corner),12000,Partly Furnished,High
"Mont Kiara, Kuala Lumpur","4,800,000",7,5,2,Semi-detached House,4000,Fully Furnished,High
"Sungai Besi, Kuala Lumpur","2,500,000",5,5,5,Semi-detached House,3200,Partly Furnished,Mid
"Cheras, Kuala Lumpur","700,000",5,3,2,2-sty Terrace/Link House (EndLot),2400,Unfurnished,Low
"Kepong, Kuala Lumpur","1,900,000",6,6,2,Semi-detached House (Corner),3200,Unfurnished,Mid
"Bukit Tunku (Kenny Hills), Kuala Lumpur","14,800,000",8,8,8,Bungalow,11981,Partly Furnished,High
"Bukit Tunku (Kenny Hills), Kuala Lumpur","15,000,000",8,8,6,Bungalow (Corner),12000,Partly Furnished,High
"Kepong, Kuala Lumpur","1,230,000",5,4,2,3-sty Terrace/Link House (Intermediate),1400,Partly Furnished,Mid
"Kepong, Kuala Lumpur","1,360,000",5,4,2,3-sty Terrace/Link House (Intermediate),1400,Partly Furnished,Mid
"Mont Kiara, Kuala Lumpur","4,500,000",6,5,2,Semi-detached House (Intermediate),4700,Partly Furnished,High
"Bukit Tunku (Kenny Hills), Kuala Lumpur","15,000,000",8,8,6,Bungalow,12000,Unfurnished,High
"Desa ParkCity, Kuala Lumpur","3,000,000",5,5,2,3-sty Terrace/Link House (Intermediate),1850,Partly Furnished,Mid
"Country Heights Damansara, Kuala Lumpur","11,800,000",8,8,2,Bungalow,8622,Partly Furnished,High
"Desa ParkCity, Kuala Lumpur","2,950,000",5,5,4,3-sty Terrace/Link House (Intermediate),2045,Partly Furnished,Mid
"Kepong, Kuala Lumpur","2,100,000",6,6,2,Semi-detached House (Intermediate),3200,Unfurnished,Mid
"Setapak, Kuala Lumpur","1,300,000",5,4,2,Semi-detached House (Intermediate),3200,Unfurnished,Mid
"Desa ParkCity, Kuala Lumpur","3,500,000",7,6,4,Semi-detached House (Intermediate),3200,Partly Furnished,Mid
"Mont Kiara, Kuala Lumpur","3,180,000",7,5,5,Semi-detached House,3600,Fully Furnished,Mid
"Cheras, Kuala Lumpur","2,350,000",7,6,4,Semi-detached House (Corner),3600,Partly Furnished,Mid
"Kepong, Kuala Lumpur","1,500,000",4,3,2,2-sty Terrace/Link House (Corner),3600,Partly Furnished,Mid
"Kepong, Kuala Lumpur","1,200,000",4,3,4,2-sty Terrace/Link House (Corner),2870,Partly Furnished,Mid
"Pandan Perdana, Kuala Lumpur","730,000",3,2,2,1-sty Terrace/Link House (Corner),2730,Partly Furnished,Low
"Kepong, Kuala Lumpur","1,050,000",5,2,4,1.5-sty Terrace/Link House (Corner),2940,Partly Furnished,Low
"Kepong, Kuala Lumpur","1,050,000",5,2,2,1.5-sty Terrace/Link House (Corner),2940,Partly Furnished,Low
"Sri Hartamas, Kuala Lumpur","2,380,000",4,3,4,2-sty Terrace/Link House (Corner),3360,Unfurnished,Mid
"Kepong, Kuala Lumpur","1,800,000",4,3,2,2-sty Terrace/Link House (Corner),3360,Partly Furnished,Mid
"Kepong, Kuala Lumpur","1,300,000",4,3,2,2-sty Terrace/Link House (Corner),3570,Partly Furnished,Mid
"Kepong, Kuala Lumpur","1,600,000",5,4,5,2-sty Terrace/Link House (Corner),3570,Partly Furnished,Mid
"Cheras, Kuala Lumpur","1,250,000",6,5,2,Semi-detached House (Intermediate),3397,Unfurnished,Mid
"Damansara Heights, Kuala Lumpur","9,600,000",8,9,6,Bungalow (Corner),7600,Partly Furnished,High
"Desa ParkCity, Kuala Lumpur","6,700,000",8,7,4,Bungalow (Corner),6200,Partly Furnished,High
"Mont Kiara, Kuala Lumpur","3,500,000",6,7,4,Semi-detached House (Intermediate),4941,Partly Furnished,Mid
"Taman Tun Dr Ismail, Kuala Lumpur","2,280,000",3,2,2,1-sty Terrace/Link House (Corner),3520,Partly Furnished,Mid
"Taman Desa, Kuala Lumpur","2,500,000",6,3,2,Semi-detached House (Intermediate),4500,Partly Furnished,Mid
"Mont Kiara, Kuala Lumpur","10,500,000",8,8,6,Bungalow,9365,Partly Furnished,High
"Sunway SPK, Kuala Lumpur","3,600,000",6,5,6,Semi-detached House (Intermediate),4635,Fully Furnished,Mid
"Pantai, Kuala Lumpur","550,000",3,2,1,Condominium (Intermediate),1039,Partly Furnished,Low
"Mont Kiara, Kuala Lumpur","6,200,000",8,8,2,Bungalow,7350,Partly Furnished,High
"Seputeh, Kuala Lumpur","8,900,000",8,9,4,Bungalow (Intermediate),6800,Partly Furnished,High
"Sri Hartamas, Kuala Lumpur","12,000,000",8,8,2,Bungalow,9700,Partly Furnished,High
"Sri Hartamas, Kuala Lumpur","10,500,000",8,8,2,Bungalow,9400,Partly Furnished,High
"Desa ParkCity, Kuala Lumpur","4,626,300",4,2,2,Residential Land (Intermediate),6609,Unfurnished,High
"Taman Tun Dr Ismail, Kuala Lumpur","5,000,000",8,5,3,Bungalow,6000,Fully Furnished,High
"Desa ParkCity, Kuala Lumpur","5,149,300",4,2,2,Residential Land (Intermediate),7922,Unfurnished,High
"Desa ParkCity, Kuala Lumpur","7,150,000",4,2,2,Residential Land (Intermediate),11302,Unfurnished,High
"Desa ParkCity, Kuala Lumpur","6,065,800",4,2,2,Residential Land (Corner),9332,Unfurnished,High
"Desa ParkCity, Kuala Lumpur","5,799,950",4,2,2,Residential Land (Corner),8923,Unfurnished,High
"Taman Tun Dr Ismail, Kuala Lumpur","7,500,000",8,7,5,Bungalow,8966,Partly Furnished,High
"Taman Tun Dr Ismail, Kuala Lumpur","7,500,000",8,6,5,Bungalow (Intermediate),8966,Partly Furnished,High
"Bandar Menjalara, Kuala Lumpur","3,680,000",6,5,2,Semi-detached House (Intermediate),4905,Partly Furnished,Mid
"Taman Tun Dr Ismail, Kuala Lumpur","1,650,000",4,3,2,2-sty Terrace/Link House (Intermediate),1800,Partly Furnished,Mid
"Mont Kiara, Kuala Lumpur","1,650,000",5,5,2,Condominium (Corner),2572,Fully Furnished,Mid
"Ampang Hilir, Kuala Lumpur","50,000,000",9,10,6,Bungalow (Corner),30000,Fully Furnished,High
"Damansara Heights, Kuala Lumpur","22,000,000",9,7,6,Bungalow (Corner),30000,Partly Furnished,High
"Mont Kiara, Kuala Lumpur","12,000,000",9,9,6,Bungalow,10345,Partly Furnished,High
"Mont Kiara, Kuala Lumpur","12,800,000",9,10,6,Bungalow,15750,Partly Furnished,High
"Kepong, Kuala Lumpur","1,288,000",5,4,4,2-sty Terrace/Link House (Corner),3150,Partly Furnished,Mid
"Taman Tun Dr Ismail, Kuala Lumpur","8,500,000",9,9,4,Bungalow (EndLot),8500,Unfurnished,High
"Bangsar, Kuala Lumpur","2,650,000",6,4,3,2-sty Terrace/Link House (Intermediate),2029,Partly Furnished,Mid
"Bangsar, Kuala Lumpur","4,700,000",4,2,2,Bungalow (Intermediate),7588,Unfurnished,High
"Mont Kiara, Kuala Lumpur","4,600,000",6,6,2,3.5-sty Terrace/Link House (Intermediate),1389,Partly Furnished,High
"Taman Tun Dr Ismail, Kuala Lumpur","2,780,000",4,3,2,Semi-detached House,3600,Partly Furnished,Mid
"Setapak, Kuala Lumpur","398,000",2,2,1,Condominium,632,Fully Furnished,Low
"Taman Tun Dr Ismail, Kuala Lumpur","2,930,000",5,3,2,Semi-detached House,3600,Partly Furnished,Mid
"Bangsar, Kuala Lumpur","6,800,000",4,2,12,Bungalow,10157,Unfurnished,High
"Desa ParkCity, Kuala Lumpur","3,560,000",4,5,4,2-sty Terrace/Link House (Corner),3690,Partly Furnished,Mid
"Bukit Ledang, Kuala Lumpur","1,723,500",4,2,2,Bungalow,4884,Partly Furnished,Mid
"Sri Petaling, Kuala Lumpur","458,000",3,2,2,2-sty Terrace/Link House,770,Unfurnished,Low
"Bandar Menjalara, Kuala Lumpur","3,300,000",6,5,2,Semi-detached House (Intermediate),4050,Partly Furnished,Mid
"Sunway SPK, Kuala Lumpur","3,450,000",6,5,2,Semi-detached House (Intermediate),4050,Partly Furnished,Mid
"Sri Hartamas, Kuala Lumpur","1,700,000",4,3,2,2-sty Terrace/Link House (Intermediate),1650,Partly Furnished,Mid
"Desa ParkCity, Kuala Lumpur","3,480,000",5,3,2,2-sty Terrace/Link House (Corner),3450,Partly Furnished,Mid
"Country Heights Damansara, Kuala Lumpur","5,878,950",4,2,2,Bungalow Land (Intermediate),10689,Unfurnished,High
"Cheras, Kuala Lumpur","570,000",2,1,2,2-sty Terrace/Link House (Corner),2378,Partly Furnished,Low
"Country Heights Damansara, Kuala Lumpur","6,331,050",4,2,2,Bungalow Land (Corner),14068,Unfurnished,High
"Kepong, Kuala Lumpur","2,000,000",6,5,2,Semi-detached House (Corner),3525,Unfurnished,Mid
"Cheras, Kuala Lumpur","1,550,000",5,4,2,Semi-detached House,3200,Partly Furnished,Mid
"Sungai Besi, Kuala Lumpur","545,000",3,2,2,Condominium (Corner),1180,Partly Furnished,Low
"Sri Petaling, Kuala Lumpur","1,200,000",4,4,2,2-sty Terrace/Link House (Corner),2592,Unfurnished,Mid
"Sri Petaling, Kuala Lumpur","2,550,000",6,4,5,Semi-detached House,3120,Partly Furnished,Mid
"Bukit Jalil, Kuala Lumpur","2,000,000",6,5,6,Semi-detached House,3400,Partly Furnished,Mid
"Bandar Menjalara, Kuala Lumpur","399,000",3,2,1,Condominium (Intermediate),1076,Fully Furnished,Low
"Kepong, Kuala Lumpur","1,680,000",6,4,6,2-sty Terrace/Link House (Corner),3120,Fully Furnished,Mid
"Country Heights Damansara, Kuala Lumpur","2,600,000",4,2,2,Bungalow Land (Corner),12002,Unfurnished,Mid
"Desa ParkCity, Kuala Lumpur","2,350,000",3,4,2,2-sty Terrace/Link House,1800,Fully Furnished,Mid
"Kepong, Kuala Lumpur","1,680,000",6,4,2,2-sty Terrace/Link House (Corner),3120,Partly Furnished,Mid
"Kepong, Kuala Lumpur","1,720,000",6,4,2,2-sty Terrace/Link House (Corner),3120,Fully Furnished,Mid
"Damansara Heights, Kuala Lumpur","5,199,999",4,2,2,Bungalow,8142,Unfurnished,High
"Sri Petaling, Kuala Lumpur","3,900,000",7,7,2,Semi-detached House,5000,Fully Furnished,High
"Ampang, Kuala Lumpur","2,450,000",5,6,3,Bungalow (Intermediate),4500,Unfurnished,Mid
"Kepong, Kuala Lumpur","2,250,000",5,4,2,Semi-detached House (Intermediate),4500,Partly Furnished,Mid
"Mont Kiara, Kuala Lumpur","2,380,000",6,4,2,2.5-sty Terrace/Link House (EndLot),2195,Partly Furnished,Mid
"Sri Hartamas, Kuala Lumpur","2,380,000",6,4,2,2.5-sty Terrace/Link House (EndLot),2195,Partly Furnished,Mid
"Mont Kiara, Kuala Lumpur","3,050,000",6,6,2,Semi-detached House (Intermediate),3444,Partly Furnished,Mid
"Damansara Heights, Kuala Lumpur","6,335,000",4,2,2,Bungalow Land,9050,Unknown,High
"Sri Petaling, Kuala Lumpur","1,900,000",10,6,4,2-sty Terrace/Link House (Corner),4400,Partly Furnished,Mid
"Cheras, Kuala Lumpur","880,000",4,3,2,2-sty Terrace/Link House (Intermediate),1650,Partly Furnished,Low
"Bukit Jalil, Kuala Lumpur","1,750,000",5,4,2,2.5-sty Terrace/Link House (Intermediate),1840,Fully Furnished,Mid
"Bukit Jalil, Kuala Lumpur","3,050,000",7,6,2,Semi-detached House (Corner),4293,Unfurnished,Mid
"Bukit Jalil, Kuala Lumpur","2,500,000",7,7,2,2.5-sty Terrace/Link House (Corner),3230,Unfurnished,Mid
"Bukit Jalil, Kuala Lumpur","1,450,000",6,5,2,3-sty Terrace/Link House (Intermediate),1540,Unfurnished,Mid
"Bukit Jalil, Kuala Lumpur","1,800,000",5,4,2,2.5-sty Terrace/Link House (Intermediate),2496,Partly Furnished,Mid
"Bukit Jalil, Kuala Lumpur","2,100,000",5,4,2,3-sty Terrace/Link House (EndLot),2720,Fully Furnished,Mid
"Bandar Menjalara, Kuala Lumpur","3,900,000",6,6,2,Semi-detached House (Corner),4675,Fully Furnished,High
"Bukit Jalil, Kuala Lumpur","2,850,000",5,4,2,3-sty Terrace/Link House (Corner),3067,Partly Furnished,Mid
"Bukit Jalil, Kuala Lumpur","1,850,000",7,7,2,2.5-sty Terrace/Link House (Intermediate),2640,Unfurnished,Mid
"Bukit Jalil, Kuala Lumpur","1,800,000",4,4,2,2.5-sty Terrace/Link House (Intermediate),2040,Fully Furnished,Mid
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","890,000",4,3,2,2-sty Terrace/Link House (Intermediate),1650,Unfurnished,Low
"Bukit Jalil, Kuala Lumpur","2,100,000",7,5,2,2.5-sty Terrace/Link House (Intermediate),1955,Fully Furnished,Mid
"Bukit Jalil, Kuala Lumpur","3,100,000",7,7,2,Semi-detached House,4050,Unfurnished,Mid
"Taman Desa, Kuala Lumpur","1,250,000",4,3,2,2-sty Terrace/Link House (Intermediate),1750,Partly Furnished,Mid
"Bukit Jalil, Kuala Lumpur","1,950,000",7,7,2,2.5-sty Terrace/Link House (Intermediate),1840,Partly Furnished,Mid
"OUG, Kuala Lumpur","1,700,000",4,5,2,Semi-detached House (Intermediate),3200,Partly Furnished,Mid
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","2,450,000",5,5,2,Semi-detached House,4610,Partly Furnished,Mid
"Bukit Jalil, Kuala Lumpur","2,450,000",5,4,2,3-sty Terrace/Link House (EndLot),2640,Partly Furnished,Mid
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","1,950,000",4,3,2,Semi-detached House (Intermediate),3147,Partly Furnished,Mid
"Sungai Besi, Kuala Lumpur","2,350,000",5,5,2,Semi-detached House (Intermediate),3347,Partly Furnished,Mid
"Bukit Jalil, Kuala Lumpur","3,300,000",7,6,2,Semi-detached House (Intermediate),4700,Unfurnished,Mid
"Bangsar, Kuala Lumpur","3,560,000",4,4,2,2-sty Terrace/Link House (Corner),4825,Fully Furnished,Mid
"Desa ParkCity, Kuala Lumpur","4,850,000",4,2,2,Bungalow Land,7700,Unknown,High
"Desa ParkCity, Kuala Lumpur","6,380,000",4,2,2,Bungalow Land,10689,Unfurnished,High
"Jalan Ipoh, Kuala Lumpur","2,500,000",4,2,2,Bungalow Land (Intermediate),9120,Unfurnished,Mid
"KLCC, Kuala Lumpur","4,834,740",4,2,2,Residential Land (Corner),12723,Unfurnished,High
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","7,000,000",4,2,2,Bungalow Land (Corner),17478,Unfurnished,High
"Mont Kiara, Kuala Lumpur","4,030,000",4,2,2,Bungalow Land,6200,Unknown,High
"Kepong, Kuala Lumpur","4,000,000",6,6,4,Semi-detached House (EndLot),4675,Fully Furnished,High
"Mont Kiara, Kuala Lumpur","4,500,000",4,2,2,Bungalow (Corner),4000,Partly Furnished,High
"Mont Kiara, Kuala Lumpur","3,698,000",7,7,2,Bungalow,4480,Partly Furnished,Mid
"Mont Kiara, Kuala Lumpur","5,751,200",4,2,2,Bungalow Land,8848,Unknown,High
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","645,000",3,2,2,Condominium (Corner),1168,Fully Furnished,Low
"Dutamas, Kuala Lumpur","2,700,000",6,6,2,Semi-detached House,4400,Partly Furnished,Mid
"Sentul, Kuala Lumpur","630,000",3,3,2,Condominium (Corner),1087,Partly Furnished,Low
"Seputeh, Kuala Lumpur","6,918,800",4,2,2,Bungalow Land (Intermediate),9884,Unknown,High
"Ampang, Kuala Lumpur","2,590,000",6,6,2,Bungalow (Intermediate),4480,Partly Furnished,Mid
"Desa ParkCity, Kuala Lumpur","2,250,000",4,4,2,3-sty Terrace/Link House (Corner),1442,Fully Furnished,Mid
"Sri Hartamas, Kuala Lumpur","3,200,000",4,2,2,Bungalow (Corner),1507,Partly Furnished,Mid
"Sri Hartamas, Kuala Lumpur","4,200,000",4,2,2,Bungalow Land (Intermediate),8848,Unfurnished,High
"Taman Melawati, Kuala Lumpur","3,700,000",9,7,3,Bungalow (Intermediate),6360,Partly Furnished,Mid
"Kepong, Kuala Lumpur","2,600,000",6,6,2,Semi-detached House (Corner),5200,Unfurnished,Mid
"Cheras, Kuala Lumpur","1,600,000",7,5,2,Semi-detached House (Corner),6400,Partly Furnished,Mid
"Ampang, Kuala Lumpur","2,200,000",6,6,2,2.5-sty Terrace/Link House (Corner),5403,Partly Furnished,Mid
