Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
"Mont Kiara, Kuala Lumpur","4,500,000",6,5,2,Semi-detached House (Intermediate),4700,Partly Furnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur","15,000,000",8,8,6,Bungalow,12000,Unfurnished
"Desa ParkCity, Kuala Lumpur","3,000,000",5,5,2,3-sty Terrace/Link House (Intermediate),1850,Partly Furnished
"Country Heights Damansara, Kuala Lumpur","11,800,000",8,8,2,Bungalow,8622,Partly Furnished
"Desa ParkCity, Kuala Lumpur","2,950,000",5,5,4,3-sty Terrace/Link House (Intermediate),2045,Partly Furnished
"Kepong, Kuala Lumpur","2,100,000",6,6,2,Semi-detached House (Intermediate),3200,Unfurnished
"Setapak, Kuala Lumpur","1,300,000",5,4,2,Semi-detached House (Intermediate),3200,Unfurnished
"Desa ParkCity, Kuala Lumpur","3,500,000",7,6,4,Semi-detached House (Intermediate),3200,Partly Furnished
"Mont Kiara, Kuala Lumpur","3,180,000",7,5,5,Semi-detached House,3600,Fully Furnished
"Cheras, Kuala Lumpur","2,350,000",7,6,4,Semi-detached House (Corner),3600,Partly Furnished
"Kepong, Kuala Lumpur","1,500,000",4,3,2,2-sty Terrace/Link House (Corner),3600,Partly Furnished
"Kepong, Kuala Lumpur","1,200,000",4,3,4,2-sty Terrace/Link House (Corner),2870,Partly Furnished
"Pandan Perdana, Kuala Lumpur","730,000",3,2,2,1-sty Terrace/Link House (Corner),2730,Partly Furnished
"Kepong, Kuala Lumpur","1,050,000",5,2,4,1.5-sty Terrace/Link House (Corner),2940,Partly Furnished
"Kepong, Kuala Lumpur","1,050,000",5,2,2,1.5-sty Terrace/Link House (Corner),2940,Partly Furnished
"Sri Hartamas, Kuala Lumpur","2,380,000",4,3,4,2-sty Terrace/Link House (Corner),3360,Unfurnished
"Kepong, Kuala Lumpur","1,800,000",4,3,2,2-sty Terrace/Link House (Corner),3360,Partly Furnished
"Kepong, Kuala Lumpur","1,300,000",4,3,2,2-sty Terrace/Link House (Corner),3570,Partly Furnished
"Kepong, Kuala Lumpur","1,600,000",5,4,5,2-sty Terrace/Link House (Corner),3570,Partly Furnished
"Cheras, Kuala Lumpur","1,250,000",6,5,2,Semi-detached House (Intermediate),3397,Unfurnished
"Damansara Heights, Kuala Lumpur","9,600,000",8,9,6,Bungalow (Corner),7600,Partly Furnished
"Desa ParkCity, Kuala Lumpur","6,700,000",8,7,4,Bungalow (Corner),6200,Partly Furnished
"Mont Kiara, Kuala Lumpur","3,500,000",6,7,4,Semi-detached House (Intermediate),4941,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","2,280,000",3,2,2,1-sty Terrace/Link House (Corner),3520,Partly Furnished
"Taman Desa, Kuala Lumpur","2,500,000",6,3,2,Semi-detached House (Intermediate),4500,Partly Furnished
"Mont Kiara, Kuala Lumpur","10,500,000",8,8,6,Bungalow,9365,Partly Furnished
"Sunway SPK, Kuala Lumpur","3,600,000",6,5,6,Semi-detached House (Intermediate),4635,Fully Furnished
"Pantai, Kuala Lumpur","550,000",3,2,1,Condominium (Intermediate),1039,Partly Furnished
"Mont Kiara, Kuala Lumpur","6,200,000",8,8,2,Bungalow,7350,Partly Furnished
"Seputeh, Kuala Lumpur","8,900,000",8,9,4,Bungalow (Intermediate),6800,Partly Furnished
"Sri Hartamas, Kuala Lumpur","12,000,000",8,8,2,Bungalow,9700,Partly Furnished
"Sri Hartamas, Kuala Lumpur","10,500,000",8,8,2,Bungalow,9400,Partly Furnished
"Desa ParkCity, Kuala Lumpur","4,626,300",4,2,2,Residential Land (Intermediate),6609,Unfurnished
"Taman Tun Dr Ismail, Kuala Lumpur","5,000,000",8,5,3,Bungalow,6000,Fully Furnished
"Desa ParkCity, Kuala Lumpur","5,149,300",4,2,2,Residential Land (Intermediate),7922,Unfurnished
"Desa ParkCity, Kuala Lumpur","7,150,000",4,2,2,Residential Land (Intermediate),11302,Unfurnished
"Desa ParkCity, Kuala Lumpur","6,065,800",4,2,2,Residential Land (Corner),9332,Unfurnished
"Desa ParkCity, Kuala Lumpur","5,799,950",4,2,2,Residential Land (Corner),8923,Unfurnished
"Taman Tun Dr Ismail, Kuala Lumpur","7,500,000",8,7,5,Bungalow,8966,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","7,500,000",8,6,5,Bungalow (Intermediate),8966,Partly Furnished
"Bandar Menjalara, Kuala Lumpur","3,680,000",6,5,2,Semi-detached House (Intermediate),4905,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","1,650,000",4,3,2,2-sty Terrace/Link House (Intermediate),1800,Partly Furnished
"Mont Kiara, Kuala Lumpur","1,650,000",5,5,2,Condominium (Corner),2572,Fully Furnished
"Ampang Hilir, Kuala Lumpur","50,000,000",9,10,6,Bungalow (Corner),30000,Fully Furnished
"Damansara Heights, Kuala Lumpur","22,000,000",9,7,6,Bungalow (Corner),30000,Partly Furnished
"Mont Kiara, Kuala Lumpur","12,000,000",9,9,6,Bungalow,10345,Partly Furnished
"Mont Kiara, Kuala Lumpur","12,800,000",9,10,6,Bungalow,15750,Partly Furnished
"Kepong, Kuala Lumpur","1,288,000",5,4,4,2-sty Terrace/Link House (Corner),3150,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","8,500,000",9,9,4,Bungalow (EndLot),8500,Unfurnished
"Bangsar, Kuala Lumpur","2,650,000",6,4,3,2-sty Terrace/Link House (Intermediate),2029,Partly Furnished
"Bangsar, Kuala Lumpur","4,700,000",4,2,2,Bungalow (Intermediate),7588,Unfurnished
"Mont Kiara, Kuala Lumpur","4,600,000",6,6,2,3.5-sty Terrace/Link House (Intermediate),1389,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","2,780,000",4,3,2,Semi-detached House,3600,Partly Furnished
"Setapak, Kuala Lumpur","398,000",2,2,1,Condominium,632,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","2,930,000",5,3,2,Semi-detached House,3600,Partly Furnished
"Bangsar, Kuala Lumpur","6,800,000",4,2,12,Bungalow,10157,Unfurnished
"Desa ParkCity, Kuala Lumpur","3,560,000",4,5,4,2-sty Terrace/Link House (Corner),3690,Partly Furnished
"Bukit Ledang, Kuala Lumpur","1,723,500",4,2,2,Bungalow,4884,Partly Furnished
"Sri Petaling, Kuala Lumpur","458,000",3,2,2,2-sty Terrace/Link House,770,Unfurnished
"Bandar Menjalara, Kuala Lumpur","3,300,000",6,5,2,Semi-detached House (Intermediate),4050,Partly Furnished
"Sunway SPK, Kuala Lumpur","3,450,000",6,5,2,Semi-detached House (Intermediate),4050,Partly Furnished
"Sri Hartamas, Kuala Lumpur","1,700,000",4,3,2,2-sty Terrace/Link House (Intermediate),1650,Partly Furnished
"Desa ParkCity, Kuala Lumpur","3,480,000",5,3,2,2-sty Terrace/Link House (Corner),3450,Partly Furnished
"Country Heights Damansara, Kuala Lumpur","5,878,950",4,2,2,Bungalow Land (Intermediate),10689,Unfurnished
"Cheras, Kuala Lumpur","570,000",2,1,2,2-sty Terrace/Link House (Corner),2378,Partly Furnished
"Country Heights Damansara, Kuala Lumpur","6,331,050",4,2,2,Bungalow Land (Corner),14068,Unfurnished
"Kepong, Kuala Lumpur","2,000,000",6,5,2,Semi-detached House (Corner),3525,Unfurnished
"Cheras, Kuala Lumpur","1,550,000",5,4,2,Semi-detached House,3200,Partly Furnished
"Sungai Besi, Kuala Lumpur","545,000",3,2,2,Condominium (Corner),1180,Partly Furnished
"Sri Petaling, Kuala Lumpur","1,200,000",4,4,2,2-sty Terrace/Link House (Corner),2592,Unfurnished
"Sri Petaling, Kuala Lumpur","2,550,000",6,4,5,Semi-detached House,3120,Partly Furnished
"Bukit Jalil, Kuala Lumpur","2,000,000",6,5,6,Semi-detached House,3400,Partly Furnished
"Bandar Menjalara, Kuala Lumpur","399,000",3,2,1,Condominium (Intermediate),1076,Fully Furnished
"Kepong, Kuala Lumpur","1,680,000",6,4,6,2-sty Terrace/Link House (Corner),3120,Fully Furnished
"Country Heights Damansara, Kuala Lumpur","2,600,000",4,2,2,Bungalow Land (Corner),12002,Unfurnished
"Desa ParkCity, Kuala Lumpur","2,350,000",3,4,2,2-sty Terrace/Link House,1800,Fully Furnished
"Kepong, Kuala Lumpur","1,680,000",6,4,2,2-sty Terrace/Link House (Corner),3120,Partly Furnished
"Kepong, Kuala Lumpur","1,720,000",6,4,2,2-sty Terrace/Link House (Corner),3120,Fully Furnished
"Damansara Heights, Kuala Lumpur","5,199,999",4,2,2,Bungalow,8142,Unfurnished
"Sri Petaling, Kuala Lumpur","3,900,000",7,7,2,Semi-detached House,5000,Fully Furnished
"Ampang, Kuala Lumpur","2,450,000",5,6,3,Bungalow (Intermediate),4500,Unfurnished
"Kepong, Kuala Lumpur","2,250,000",5,4,2,Semi-detached House (Intermediate),4500,Partly Furnished
"Mont Kiara, Kuala Lumpur","2,380,000",6,4,2,2.5-sty Terrace/Link House (EndLot),2195,Partly Furnished
"Sri Hartamas, Kuala Lumpur","2,380,000",6,4,2,2.5-sty Terrace/Link House (EndLot),2195,Partly Furnished
"Mont Kiara, Kuala Lumpur","3,050,000",6,6,2,Semi-detached House (Intermediate),3444,Partly Furnished
"Damansara Heights, Kuala Lumpur","6,335,000",4,2,2,Bungalow Land,9050,Unknown
"Sri Petaling, Kuala Lumpur","1,900,000",10,6,4,2-sty Terrace/Link House (Corner),4400,Partly Furnished
"Cheras, Kuala Lumpur","880,000",4,3,2,2-sty Terrace/Link House (Intermediate),1650,Partly Furnished
"Bukit Jalil, Kuala Lumpur","1,750,000",5,4,2,2.5-sty Terrace/Link House (Intermediate),1840,Fully Furnished
"Bukit Jalil, Kuala Lumpur","3,050,000",7,6,2,Semi-detached House (Corner),4293,Unfurnished
"Bukit Jalil, Kuala Lumpur","2,500,000",7,7,2,2.5-sty Terrace/Link House (Corner),3230,Unfurnished
"Bukit Jalil, Kuala Lumpur","1,450,000",6,5,2,3-sty Terrace/Link House (Intermediate),1540,Unfurnished
"Bukit Jalil, Kuala Lumpur","1,800,000",5,4,2,2.5-sty Terrace/Link House (Intermediate),2496,Partly Furnished
"Bukit Jalil, Kuala Lumpur","2,100,000",5,4,2,3-sty Terrace/Link House (EndLot),2720,Fully Furnished
"Bandar Menjalara, Kuala Lumpur","3,900,000",6,6,2,Semi-detached House (Corner),4675,Fully Furnished
"Bukit Jalil, Kuala Lumpur","2,850,000",5,4,2,3-sty Terrace/Link House (Corner),3067,Partly Furnished
"Bukit Jalil, Kuala Lumpur","1,850,000",7,7,2,2.5-sty Terrace/Link House (Intermediate),2640,Unfurnished
"Bukit Jalil, Kuala Lumpur","1,800,000",4,4,2,2.5-sty Terrace/Link House (Intermediate),2040,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","890,000",4,3,2,2-sty Terrace/Link House (Intermediate),1650,Unfurnished
"Bukit Jalil, Kuala Lumpur","2,100,000",7,5,2,2.5-sty Terrace/Link House (Intermediate),1955,Fully Furnished
"Bukit Jalil, Kuala Lumpur","3,100,000",7,7,2,Semi-detached House,4050,Unfurnished
"Taman Desa, Kuala Lumpur","1,250,000",4,3,2,2-sty Terrace/Link House (Intermediate),1750,Partly Furnished
"Bukit Jalil, Kuala Lumpur","1,950,000",7,7,2,2.5-sty Terrace/Link House (Intermediate),1840,Partly Furnished
"OUG, Kuala Lumpur","1,700,000",4,5,2,Semi-detached House (Intermediate),3200,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","2,450,000",5,5,2,Semi-detached House,4610,Partly Furnished
"Bukit Jalil, Kuala Lumpur","2,450,000",5,4,2,3-sty Terrace/Link House (EndLot),2640,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","1,950,000",4,3,2,Semi-detached House (Intermediate),3147,Partly Furnished
"Sungai Besi, Kuala Lumpur","2,350,000",5,5,2,Semi-detached House (Intermediate),3347,Partly Furnished
"Bukit Jalil, Kuala Lumpur","3,300,000",7,6,2,Semi-detached House (Intermediate),4700,Unfurnished
"Bangsar, Kuala Lumpur","3,560,000",4,4,2,2-sty Terrace/Link House (Corner),4825,Fully Furnished
"Desa ParkCity, Kuala Lumpur","4,850,000",4,2,2,Bungalow Land,7700,Unknown
"Desa ParkCity, Kuala Lumpur","6,380,000",4,2,2,Bungalow Land,10689,Unfurnished
"Jalan Ipoh, Kuala Lumpur","2,500,000",4,2,2,Bungalow Land (Intermediate),9120,Unfurnished
"KLCC, Kuala Lumpur","4,834,740",4,2,2,Residential Land (Corner),12723,Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","7,000,000",4,2,2,Bungalow Land (Corner),17478,Unfurnished
"Mont Kiara, Kuala Lumpur","4,030,000",4,2,2,Bungalow Land,6200,Unknown
"Kepong, Kuala Lumpur","4,000,000",6,6,4,Semi-detached House (EndLot),4675,Fully Furnished
"Mont Kiara, Kuala Lumpur","4,500,000",4,2,2,Bungalow (Corner),4000,Partly Furnished
"Mont Kiara, Kuala Lumpur","3,698,000",7,7,2,Bungalow,4480,Partly Furnished
"Mont Kiara, Kuala Lumpur","5,751,200",4,2,2,Bungalow Land,8848,Unknown
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","645,000",3,2,2,Condominium (Corner),1168,Fully Furnished
"Dutamas, Kuala Lumpur","2,700,000",6,6,2,Semi-detached House,4400,Partly Furnished
"Sentul, Kuala Lumpur","630,000",3,3,2,Condominium (Corner),1087,Partly Furnished
"Seputeh, Kuala Lumpur","6,918,800",4,2,2,Bungalow Land (Intermediate),9884,Unknown
"Ampang, Kuala Lumpur","2,590,000",6,6,2,Bungalow (Intermediate),4480,Partly Furnished
"Desa ParkCity, Kuala Lumpur","2,250,000",4,4,2,3-sty Terrace/Link House (Corner),1442,Fully Furnished
"Sri Hartamas, Kuala Lumpur","3,200,000",4,2,2,Bungalow (Corner),1507,Partly Furnished
"Sri Hartamas, Kuala Lumpur","4,200,000",4,2,2,Bungalow Land (Intermediate),8848,Unfurnished
"Taman Melawati, Kuala Lumpur","3,700,000",9,7,3,Bungalow (Intermediate),6360,Partly Furnished
"Kepong, Kuala Lumpur","2,600,000",6,6,2,Semi-detached House (Corner),5200,Unfurnished
"Cheras, Kuala Lumpur","1,600,000",7,5,2,Semi-detached House (Corner),6400,Partly Furnished
"Ampang, Kuala Lumpur","2,200,000",6,6,2,2.5-sty Terrace/Link House (Corner),5403,Partly Furnished
